Latitude,Longitude,Area (sq.m.),Proximity to City Center (km),Nearby Facilities,Land Type,Price ($)
28.055537,-117.304330,127,5.703472739515548,5,Commercial,699342.708908213
44.264581,162.712518,448,3.7245299862866434,1,Residential,2584872.6709114565
-50.642318,-133.163151,720,37.5886595680362,4,Industrial,1535094.2674062564
18.984909,-14.951679,260,37.90367637886042,6,Agricultural,761189.8585251783
66.255439,-9.257221,911,0.6647061411084316,10,Industrial,31054608.798674878
51.157313,41.979096,998,30.555425802195398,3,Industrial,1850839.1375991195
15.7515545,28.051813,821,1.175556282608731,4,Agricultural,15281455.255353343
74.547066,-116.639845,570,13.769666710564548,0,Commercial,827906.7489159732
13.2469135,-3.000946,841,38.97467455308292,6,Residential,2449962.295076805
-16.2171475,-152.292624,200,7.296144458560027,10,Agricultural,1348234.759155172
-74.7476945,-33.950679,115,6.594528775628639,10,Commercial,808773.9728273074
63.4049205,-30.283961,980,3.8520719033712734,10,Commercial,9008170.85757054
-76.4796665,-114.783857,440,36.50587906787093,7,Industrial,1473057.0632647753
-13.896321,-72.433685,151,48.62608722519536,0,Commercial,62106.58048659942
-0.4073485,105.077477,950,20.716049970963272,4,Residential,2437163.2635869975
0.091507,-86.933437,735,33.43151348605803,1,Commercial,733704.891198849
4.319730,149.363917,648,10.416070067175436,3,Commercial,2021831.2615428108
-53.831957,34.663874,852,37.20219125473138,9,Industrial,3525237.5355667486
73.1116305,100.824353,712,39.11997270008043,1,Agricultural,648808.4339826424
15.9677635,-57.726126,298,5.566579613173697,0,Industrial,1070675.4262339564
73.3307005,72.034830,465,1.488084635949561,0,Agricultural,6249644.526479222
85.5577845,-136.433076,527,36.89717035507264,7,Residential,1761258.7618663001
73.923403,110.640027,883,13.505541529177846,6,Agricultural,3426811.3950593336
-6.407594,96.415745,67,26.95393251117127,9,Agricultural,290914.45259220066
74.144381,6.761375,146,0.5256848699483765,5,Industrial,5846658.630914659
-43.634735,-127.482687,636,10.232899859110864,0,Residential,1243049.3970557863
62.570974,1.699507,351,33.35256924305801,5,Commercial,912478.5376155433
52.210829,-128.255653,83,16.949116656233574,4,Agricultural,230740.20736705957
49.975949,-3.266386,660,45.34043490855643,4,Agricultural,1347130.864241202
56.7516845,79.963357,269,5.3851982588109095,2,Residential,1214234.7135683624
-24.0520385,-14.228302,629,24.891576391832263,2,Agricultural,1008591.8563441368
-46.3351885,-72.227478,311,14.06661012190985,5,Agricultural,1064181.8722559076
-11.946638,89.181714,148,26.25881315702622,9,Residential,645524.0588635658
-38.5558695,-63.778870,595,12.26702405316478,10,Commercial,3350080.432582987
-66.4568965,157.527939,873,14.221746643837337,0,Industrial,1227697.3030992562
-38.1023485,21.790521,941,44.064534062811184,9,Industrial,3814700.8510647886
-13.1960655,-110.126835,57,37.223011957370574,8,Industrial,213026.21588241108
12.5013895,10.434803,991,41.903046144304355,4,Commercial,2058596.6392358334
27.1478455,32.884857,920,3.505402556852691,8,Agricultural,8193040.502931667
-26.5224225,132.840404,367,47.12047541796042,5,Residential,889770.9241023975
82.1423525,96.171857,561,41.28475898361275,0,Commercial,271770.9943384574
60.4717855,-154.248778,358,9.648058987380974,3,Agricultural,1171718.182461862
4.997615,130.430937,779,35.34924034603463,3,Agricultural,1375544.9735124994
-81.720321,-153.572672,226,26.21002605775229,4,Industrial,534053.0906623458
45.2521385,-14.006564,657,1.3400641163511757,4,Agricultural,10856700.975414928
-61.8368205,130.349811,566,14.46576269047712,0,Agricultural,782537.377545396
82.437466,-165.623328,806,39.6502832147161,6,Industrial,2340954.473084246
-67.819959,-74.136084,713,25.95805340739149,7,Industrial,2545747.8180432245
21.478370,-79.115908,347,18.907608901744865,6,Residential,1199847.998298693
-75.051457,132.118503,730,28.32617302371467,0,Residential,515424.3740507014
26.7440435,-9.859163,411,21.396215320410736,2,Residential,712980.0933905634
-78.086978,166.104929,380,15.466486641440508,0,Commercial,491385.0298513661
23.718027,127.070748,410,14.792260759879051,6,Commercial,1538343.9324866964
-22.340656,-63.662634,455,43.87534639999011,0,Residential,207405.76990640128
2.4574695,90.294969,959,19.66777603111661,3,Agricultural,2125999.2278972017
-64.660133,-22.259581,780,27.532399801267022,2,Agricultural,1190605.1674609962
-64.3416275,-72.381610,102,9.888287700367334,2,Residential,287904.67698914313
-74.8748205,-137.320748,780,30.213723892524854,4,Industrial,1764321.6575186744
-79.3055515,-30.977267,290,10.920468583447539,8,Commercial,1459112.7407839645
60.0820875,36.944583,204,5.88824201022862,3,Agricultural,937706.302579365
80.604471,25.297614,372,34.796870297865986,1,Agricultural,362612.3324400321
33.3662685,-53.370289,106,20.957811179297373,6,Industrial,355555.60169251775
15.637513,-82.898585,974,27.139869171647888,4,Commercial,2276163.224162853
-7.264477,-138.606654,918,31.539766694664987,0,Agricultural,582122.2514973654
-9.0214135,63.047797,375,29.08355073248921,1,Residential,407877.7285134499
-89.5477175,103.073231,293,2.0823755891222255,0,Commercial,2814093.6873305067
88.640892,-91.617088,470,40.46978714911802,5,Industrial,1172272.039518371
-43.612937,153.849753,802,42.769029558352166,1,Residential,695837.7356146399
9.351241,-54.217468,981,2.874751620391747,4,Industrial,8394537.452275041
-58.749790,-70.880270,866,47.08511312677341,1,Commercial,714244.502218081
-5.7782305,42.607573,52,18.250391102934408,0,Industrial,56985.08016262634
-76.0851255,141.623171,431,43.59079695261866,2,Commercial,542548.1625162662
-46.2878285,175.296492,701,27.753761224965828,6,Commercial,2187556.756461115
-69.4953365,98.648461,498,42.132860468717745,6,Commercial,1431595.0581374594
49.612892,56.955066,256,12.336214400623883,5,Industrial,927038.1821947796
-0.2586695,25.272608,834,2.591724020855029,0,Commercial,6435870.434421156
-58.9744385,-162.278805,744,43.64313751610483,8,Commercial,2721747.073168356
-13.776383,20.355561,883,43.542328723614986,4,Agricultural,1818382.3498117633
50.1370535,-57.817225,373,29.55717062201194,2,Residential,550792.2230378964
-57.652755,-157.765338,737,41.58981993425658,3,Commercial,1238813.6527472436
-0.1303805,-111.230498,794,18.026245289370788,8,Commercial,3421737.7518769084
87.278529,-61.906762,303,39.297208045025755,9,Agricultural,1245009.4286458367
-75.6969205,-33.978040,170,39.495335392299594,2,Industrial,222086.1153913102
-36.529245,89.776516,758,46.16076346551698,7,Commercial,2450817.4450737764
-86.047453,77.702400,938,38.48267539449575,1,Commercial,862692.0937197438
-4.7375945,45.588862,54,23.023760733198323,6,Residential,176508.06217607757
38.6283805,-13.054757,799,6.517321511943537,6,Commercial,4369527.524323499
-23.8793155,-175.716903,414,34.00658417636643,1,Industrial,409082.26087800827
50.532562,107.566642,655,21.902136434465827,6,Residential,2170115.1674037366
-28.865889,141.590254,881,10.857108257359352,2,Industrial,2327699.9087355062
6.0525905,-3.507183,784,13.1369630700512,0,Agricultural,1193578.7530488116
59.310012,34.760367,200,13.895131984788165,5,Industrial,687870.6013285113
-87.1115075,17.391662,933,49.861605507540304,9,Commercial,3733035.8435926843
-27.266649,135.687498,959,2.3329341895614935,1,Agricultural,8605006.367063075
21.033187,-109.608614,612,23.709892191216774,0,Residential,516240.2216461471
4.8911745,-42.698047,676,16.902064240945016,2,Agricultural,1340702.2963862596
-34.640951,87.442172,191,46.34591765166825,4,Commercial,388023.6565712384
-69.1949115,-72.745007,477,48.12687691460411,10,Industrial,2106226.0352552626
-10.2872475,5.197350,276,49.73112975862395,5,Commercial,662996.8751321755
-49.858508,-108.648771,896,42.93382657580863,10,Residential,4001386.509174962
23.627878,11.649362,185,46.73542565681937,1,Industrial,153169.06603503067
84.327037,178.513857,491,14.097739995592546,0,Industrial,696565.5490220475
-88.1629345,-159.394310,351,15.635234357972823,7,Residential,1431785.9147151392
1.8987395,18.621722,841,47.97538636498912,7,Agricultural,2705396.4469371047
73.959259,172.967475,71,23.037354940880018,9,Agricultural,317239.02078359685
44.6195405,9.198171,525,14.466292138899616,5,Commercial,1775825.2425143328
-69.013827,-76.926196,905,49.911725538213176,1,Commercial,724640.2374356375
19.089877,-168.275667,205,27.535034918364893,4,Residential,476901.209392164
-42.404007,90.916382,941,43.38362110440943,9,Agricultural,3821404.2680832646
40.4828495,107.863057,916,30.678678956524042,5,Industrial,2429157.394748385
-54.921132,-4.382932,487,25.26950476494792,6,Industrial,1554244.831254099
69.7683725,99.907516,752,12.710554548320264,1,Commercial,1484068.5932642946
20.321367,178.289829,341,49.30213028809346,7,Industrial,1093130.736626345
64.5808985,-93.363684,473,28.922188537285976,3,Residential,894684.5146384526
-72.408061,-97.600438,716,41.1190527058753,10,Agricultural,3212257.0501424484
-40.3242565,-159.686144,491,16.099746285742548,5,Agricultural,1591947.500147645
38.6400855,136.422496,560,35.53517777679135,0,Agricultural,315180.6379118473
52.820620,-46.476346,326,4.776462288809593,3,Residential,1756227.0023643246
-34.251568,-107.994714,703,3.6012031993938125,3,Commercial,4747850.668878309
50.4988015,55.142355,594,11.54084358658153,1,Industrial,1266987.4889538235
-23.762381,4.528143,688,9.405927601074884,9,Industrial,3939707.283958633
31.112138,-41.808077,492,13.43742904929105,3,Commercial,1322682.93625998
-49.389066,15.073666,152,36.627752674920956,0,Residential,82997.17503775463
76.270305,-34.902731,128,22.346967874254357,3,Residential,268156.928456918
-48.8836355,38.365474,431,9.815212972210158,8,Residential,2257428.5238645184
47.010408,-2.567556,703,6.457724174609411,1,Commercial,2458437.6180576654
16.5219725,-6.183521,352,41.083373415308884,3,Industrial,593758.8591869792
-1.3190585,6.832135,375,44.15325801005054,10,Industrial,1669862.8898074243
35.6596505,-32.347670,182,28.2114652942611,0,Residential,129025.55617132247
81.8796025,85.684600,492,19.844136334155287,3,Agricultural,1086264.361860063
86.004749,6.868534,554,3.4809442837080975,4,Industrial,4069444.339967706
61.676060,103.603559,669,13.888700819054923,10,Agricultural,3639373.0450614216
-75.942696,85.111142,744,38.95763140945146,1,Commercial,679553.4058323161
13.854344,18.981722,345,15.328816128113134,4,Agricultural,1002132.6092199229
-72.663001,-62.090202,103,42.45512906032152,4,Industrial,213321.8169298953
46.326444,142.444188,686,0.9040202349360955,5,Industrial,16548651.439632716
9.5952215,-5.209811,192,13.866925420593413,10,Agricultural,1044917.9095964065
-1.110552,-97.708040,977,45.71641436994747,0,Industrial,427417.5975805525
-4.401208,74.066919,73,41.844296772196586,5,Residential,180891.25430756662
-64.1055445,155.568346,284,33.33563891678772,1,Industrial,283988.2146725428
63.641131,-43.040417,314,3.679829285418695,2,Agricultural,1957800.9080596394
16.447894,-144.671564,974,45.00770149750624,3,Industrial,1601614.815061803
-16.9826525,-58.786812,915,16.011576206102042,7,Agricultural,3704923.0804288858
-34.928575,80.147623,64,19.741250838863657,8,Industrial,269638.84990104707
-82.104425,62.595779,153,25.058418016944028,7,Residential,550514.6521672233
-32.333227,-34.629156,56,47.123538251068375,4,Residential,113367.31547688077
87.910406,130.437439,346,14.515261935112449,5,Agricultural,1168739.5883680545
-73.520175,-28.058333,787,6.238935867916831,7,Agricultural,4726466.131857764
81.348955,123.641681,50,1.4420841681719851,7,Agricultural,833440.8005238835
-28.549163,-62.323631,146,29.011227523961146,5,Industrial,392650.68765491893
75.812465,149.245481,461,33.902414662690155,6,Commercial,1378357.0299559424
28.241392,118.275261,76,46.096801862324135,6,Industrial,215374.08797555492
-21.5435595,-93.715700,582,44.140662663233705,6,Residential,1660502.4298616925
-65.942747,71.626429,615,47.15661313201521,5,Agricultural,1490832.9814858858
46.5321995,-120.473427,908,21.24024378992663,0,Commercial,854980.7704473024
8.783032,-8.080997,657,9.589466894080212,7,Residential,3209853.4400647036
52.330375,-90.411522,424,3.947212578905029,10,Agricultural,3844351.483606282
-55.8662015,100.208150,706,19.144535459979604,4,Agricultural,1867147.277107712
-43.594841,77.958272,450,48.34645272803835,1,Industrial,366156.36705814576
-42.4887455,113.078812,126,45.412244214418884,5,Residential,307491.64203604526
77.1745515,102.524203,585,46.80324472378364,10,Agricultural,2589982.6682754434
45.906109,155.214376,616,0.6035632257141113,5,Residential,21644111.731001306
39.624528,153.588149,575,17.060906774008473,1,Agricultural,904055.6145303914
5.2675295,149.023538,324,25.970318499037294,6,Agricultural,1027115.6153067669
-3.0513085,-31.813159,740,32.69196873831715,1,Agricultural,748710.5760581931
74.1101535,-29.055151,673,26.883663834023757,2,Residential,1039075.8038301731
-26.1522875,46.134116,740,39.963546443386285,7,Industrial,2442337.502978275
-53.845499,128.653859,390,27.134461590927682,7,Residential,1379457.3344255302
21.7510115,-105.592160,912,21.21165798668538,10,Residential,4507904.492682717
49.018985,-96.519150,395,33.6908257898844,4,Commercial,866485.1993022967
78.523075,42.358266,797,10.045381381087351,2,Agricultural,2224398.8874977482
-74.5131705,123.875507,454,4.854454232861615,8,Industrial,3323247.1325600487
67.4969175,-34.213547,619,38.025704844632145,4,Commercial,1315969.2445566228
-37.106090,-116.948076,888,41.360183565579646,10,Industrial,3981398.481073959
-50.487282,19.449418,440,4.707764160508294,6,Residential,2925252.515625139
-25.727133,-9.203135,186,9.344504974430347,2,Residential,546894.9242553938
41.7102965,-142.035180,935,43.46283714720047,6,Agricultural,2674252.630233655
-1.640106,83.374158,890,20.65856815393162,8,Industrial,3709627.96314673
-28.5349545,4.166765,360,11.199215748002548,10,Agricultural,2082902.1604735286
-46.191531,19.046195,433,9.283830861362024,4,Industrial,1625604.5856631966
-25.064015,135.732193,185,48.18026280500001,5,Residential,446794.93187853723
33.2755225,-1.915718,356,35.33934080213195,0,Commercial,201475.17860804198
39.653887,-4.791238,513,32.42831828649745,6,Industrial,1547590.1349849547
-34.0560395,-24.714068,568,48.487335623431605,8,Commercial,2051887.98167475
36.7347375,-103.314614,838,7.655964191992101,5,Industrial,3865142.945251812
-24.7649555,-67.781703,423,20.21242534312517,0,Commercial,418554.4216680306
3.9607075,147.849736,912,49.84221472369797,3,Commercial,1460354.8457289482
21.9333955,-3.378863,978,43.937425957306054,0,Residential,445178.55959533056
-37.276212,-28.255048,540,18.467473738945202,4,Commercial,1448811.986342473
-4.2218725,116.160244,387,35.470801870218395,10,Industrial,1766207.640986503
-33.0862725,-36.209628,327,12.76466625112187,2,Industrial,773951.8211394841
-28.6363345,59.213614,293,22.583911077693813,10,Residential,1431476.756698176
-51.701497,59.971835,159,13.951201562281522,0,Residential,227937.35620575145
54.4510105,153.079670,52,32.23451038133378,10,Industrial,240263.55814612398
-54.550750,-101.746937,759,22.393730139582914,0,Industrial,677868.3098073062
29.2679535,151.005190,576,33.74985882555096,3,Industrial,1032534.7611184248
44.534234,34.200745,152,36.54059413672047,10,Industrial,691195.1442449327
7.1789335,-154.059226,129,2.349018916643922,8,Agricultural,1511130.874102148
-42.7447935,28.645437,635,31.750229494290405,4,Agricultural,1415997.1087542477
-54.145380,-178.333357,160,23.69279949339122,3,Commercial,327062.13146709814
13.6709415,45.283521,847,14.967994248129875,7,Industrial,3503348.1633931356
-6.3914205,95.746104,996,13.10587317883138,7,Commercial,4308729.2506641075
0.4564915,88.487733,668,21.020173027266928,4,Residential,1704379.9251828084
7.321380,25.544408,924,39.986583038238855,7,Commercial,3049355.017905074
67.6753085,-90.983611,605,43.24504635351498,0,Industrial,279800.83316563506
14.8230405,-79.006614,315,36.76150996312211,9,Agricultural,1305374.897448988
-18.314220,109.802825,144,25.11386530205539,4,Agricultural,345077.68761841266
64.8169455,140.254641,382,33.01135261128069,8,Industrial,1453835.5334046278
-77.618664,-155.893326,112,1.9831048137248914,0,Industrial,1129541.9104916493
71.060667,-2.596153,651,49.301122165765925,8,Agricultural,2347291.351840282
71.4770545,-89.378005,902,7.5180945139635735,9,Commercial,5646744.188556527
15.2117125,-55.973497,246,29.856205537932766,1,Industrial,263189.8623202156
-2.843304,-42.073166,935,4.558243299578819,4,Commercial,5598457.629176546
42.0460295,-120.363627,595,25.415619287964407,9,Agricultural,2610216.0157173607
-58.9381525,-140.468449,219,3.7692557311756287,7,Agricultural,1775233.1206961859
48.431575,-169.328408,314,36.83032164625956,7,Residential,1049711.6794883541
70.846482,-137.559888,547,10.292543271437175,0,Residential,1062905.4172023335
6.490662,-134.729082,148,27.850343438086206,8,Industrial,579882.3518345598
33.187893,129.798855,111,23.18969569414679,4,Industrial,273332.174724498
8.3810275,83.160493,876,24.714625631615025,6,Agricultural,2811291.9840884977
-83.945332,-72.324369,51,45.216632177611025,6,Commercial,144958.0710211552
-85.685205,-90.811694,188,35.65561374201293,7,Industrial,631853.2401883635
41.688458,127.505724,775,40.12260950252379,4,Industrial,1626315.850144917
75.3137575,3.697374,758,49.02801044019726,5,Industrial,1825210.9972215102
-14.784054,-71.962469,725,39.72138955067254,1,Industrial,655042.6171899743
-7.061264,-20.909939,92,10.871621487228284,8,Industrial,463647.9822040886
-35.550152,-24.066996,144,44.96107403680824,10,Residential,640055.4093001033
85.259063,84.101656,375,31.46768562286144,3,Agricultural,688339.7396900143
78.2420195,-11.594563,149,47.35614847189542,8,Agricultural,539727.4148375591
9.9461715,27.031287,483,31.37152669310069,9,Residential,2046722.5341661312
-9.9105015,156.246386,755,12.311659593788622,3,Agricultural,2132479.6541010705
77.995434,114.584271,139,43.730523567806316,3,Agricultural,230371.15747058173
-19.2446915,54.161474,356,29.705549247125575,5,Industrial,951685.8560253337
-9.6012075,71.433982,863,17.706444120681706,8,Residential,3736386.3479737164
24.869696,-94.483434,670,43.85013405131835,3,Industrial,1109586.295000098
67.889502,-143.133199,987,33.30316217285741,9,Industrial,4145936.5064476794
-76.7094665,10.950189,218,38.00844434143326,0,Residential,114711.35100489062
5.5478625,-6.041328,955,39.06277422257408,7,Industrial,3162956.5674770293
7.9871765,160.144856,273,28.182897763634195,6,Agricultural,848934.5139521214
-60.1299555,-33.258975,65,38.453949950613875,2,Industrial,85806.67009941972
-49.183074,-9.248546,818,39.71430418398207,5,Residential,2047942.2544635304
86.1499675,-93.815212,980,9.584553115222278,1,Commercial,2436957.105915673
-84.649973,-14.477045,830,23.91639867418559,0,Residential,694084.4324491621
36.325592,112.316718,372,7.082208474886206,8,Residential,2240919.7674401333
-18.2404545,135.474554,251,28.00541641141492,3,Commercial,480451.03937943466
-89.9014175,-62.836314,333,2.346601653137302,1,Commercial,2971346.8116226187
-47.536718,3.599437,135,23.906673739713316,6,Commercial,436939.1746169528
84.7736545,113.994813,143,1.0864426591800347,2,Commercial,2746844.4974928666
3.391329,61.153771,520,6.110720676434784,8,Residential,3365926.916755707
25.253281,-31.452960,815,42.15964877420793,1,Agricultural,712625.6117857385
80.8650465,72.317864,980,8.005681431094121,3,Agricultural,3624261.296517929
-37.692488,-113.302304,448,28.212498254200664,0,Residential,317589.7405209732
13.5660705,-163.936481,680,15.065458946995934,4,Industrial,1990727.228413566
33.3334275,123.860325,926,31.85111139630981,4,Commercial,2063055.3774768962
-30.880845,174.925075,900,47.65189514769855,7,Agricultural,2897739.4360540845
-30.268656,43.426966,194,10.243425686978227,10,Agricultural,1154779.5331919459
-17.1563765,-28.874760,805,3.520735445669594,8,Industrial,7148908.202972919
22.092275,177.167819,797,48.200191738154516,10,Industrial,3518704.0786599643
9.6210145,167.030058,696,34.36278992424806,2,Industrial,961889.3431728419
-25.3288135,35.355945,155,3.9990130961344903,0,Agricultural,775191.2598127045
-0.827757,64.881538,998,2.3405270940414176,4,Commercial,10124793.566412775
6.6625355,-176.547026,919,13.66742429722271,4,Residential,2815203.497739871
-20.7163765,-90.151183,643,27.002059161865773,0,Industrial,476259.97420825606
-83.731922,-96.113759,215,17.438224521420704,9,Residential,1020584.736577854
62.1063405,-159.301221,336,1.9422221832414375,3,Residential,3863154.302851579
-10.024612,8.989923,888,23.90553383915644,2,Agricultural,1453324.2166058526
76.9116805,-67.061062,269,46.28514618641816,5,Commercial,654235.9945527989
69.0838055,-13.921105,372,27.8414601639535,6,Industrial,1160027.3636579094
-64.8040465,-109.146405,139,17.344481488511683,8,Agricultural,605081.5282683063
-62.074176,-137.246051,473,19.396204590653216,2,Agricultural,866124.284191076
-87.275325,40.236998,447,9.468884057391204,10,Commercial,2732145.048752776
64.1823235,63.024356,203,46.096800161821484,2,Agricultural,250475.5277101119
16.2829635,-145.063599,817,25.80156434891331,0,Residential,633294.9343316928
-26.040532,97.935996,817,17.765398761351562,6,Agricultural,2880565.4507788196
-14.4917535,76.694580,704,7.4308474541953045,6,Residential,3584404.0700325132
1.5169245,116.744720,514,12.32762019403393,1,Residential,1039499.7988415562
-23.1293995,35.609461,396,5.7763026597857525,1,Residential,1529519.2897038672
-49.438688,120.277602,480,4.33884807135672,1,Agricultural,2404568.8298180406
0.654671,144.408087,906,42.00491306741484,3,Industrial,1518578.1097682246
-38.2401445,-86.170823,438,35.33154932841621,0,Agricultural,247937.04681822626
47.0412325,-85.808742,379,0.980240010191189,3,Agricultural,8187600.050185232
-12.8199605,149.605279,429,49.92158008129538,2,Commercial,515069.5599383633
-78.526288,144.213745,258,44.838973561067725,8,Industrial,940678.4594337875
46.279302,141.343245,680,35.708603822402026,9,Agricultural,2828860.592243821
42.0610555,-132.388722,616,1.0062402042030767,1,Agricultural,12489997.45172099
82.9804125,95.524507,276,21.391428561349326,5,Industrial,810047.2820769764
79.7541085,-70.583806,261,2.4129260408221613,10,Commercial,3207348.5285862214
45.552981,78.200199,479,37.2998627447404,10,Industrial,2172837.406227476
-84.5517625,-172.547067,373,21.69633446236495,7,Residential,1388236.8823517316
35.153662,109.726232,424,25.85698762543537,2,Industrial,667157.7699785212
13.2096425,132.244838,902,36.017576974170694,8,Residential,3387266.5633709077
85.0735335,-39.067772,820,25.215945180077348,5,Industrial,2290382.124599372
44.7892295,163.645721,942,33.75835537401238,0,Industrial,558084.0592282903
-42.557261,-17.287828,474,37.65033859106881,2,Industrial,630990.5643018251
34.3771255,-92.907170,403,15.49312300529679,8,Commercial,1809830.8144874629
84.1097875,154.187609,70,18.89911091707465,10,Residential,354077.55878797197
-40.0018935,129.769607,809,19.63610376197227,0,Residential,823992.3864801814
69.727442,-82.189496,196,35.592529080835526,0,Commercial,110135.47228119533
-76.214242,133.092835,696,46.22727668962835,1,Agricultural,579520.9181423209
-0.377982,-170.096837,475,37.31155266119725,10,Commercial,2154612.829604373
-81.127583,-174.062261,330,6.823086665673805,10,Commercial,2287304.143036006
43.1282015,93.171559,510,11.155888010377758,1,Commercial,1118315.381304604
8.416851,-136.106798,661,22.730188259779943,3,Commercial,1374805.3896655226
-47.061084,-50.644396,235,11.356448331932025,1,Industrial,507861.78694482805
72.871270,155.740950,357,41.74954322046543,1,Industrial,313819.83517031645
4.8398155,-27.976221,880,28.91103918646775,1,Agricultural,960764.0048662777
-54.368414,-48.137451,178,34.36264667662058,1,Residential,174800.86734594076
-60.366671,171.166393,58,14.687777760291118,8,Industrial,264577.22983909096
62.4459465,-156.188182,173,19.356246097562423,0,Industrial,178753.66858637563
16.9782645,113.395310,880,49.552923845184345,8,Residential,3171175.8127328022
57.422064,-127.783578,265,40.63084095356923,5,Commercial,660442.783747857
-73.7238005,-82.761711,624,0.5617199669720219,7,Residential,23964676.204867758
23.6308985,-170.449593,884,9.296208351233414,5,Commercial,3669850.661259569
41.0107225,19.957449,719,2.293745591987246,8,Commercial,8570021.857137833
-34.591732,88.726816,516,40.39496241856925,4,Commercial,1081077.4006982609
-70.4411965,-150.187625,71,45.37916062670025,1,Industrial,59691.89655316143
-60.5532145,19.323259,701,19.758790386340877,3,Commercial,1550757.6057981735
-79.476184,82.446228,806,6.510561744129076,0,Commercial,2475976.8255844084
-81.4701975,-26.074825,583,35.84943565232045,8,Industrial,2190849.1925697937
-6.247442,-84.786542,552,40.545578418825045,9,Residential,2259486.16363441
-64.6672605,118.211036,63,49.93410393920747,1,Residential,50433.255442692905
-29.400312,-35.615535,112,28.73787475635626,2,Industrial,167545.91698206755
41.5605455,160.313025,627,1.1673062736859978,3,Commercial,11495081.91877569
13.647857,10.548503,499,19.821248497054608,0,Residential,503500.06970968575
-81.2477145,32.863751,643,20.845522532203788,2,Commercial,1131319.0520474059
53.306924,176.698314,51,7.734248464262889,1,Industrial,152280.94547428156
-80.141294,119.731186,236,15.878470981654893,4,Industrial,674857.840849615
69.2260155,-22.347712,441,14.633538301047675,4,Industrial,1308325.0428810194
-66.006180,169.836567,313,42.97158619219741,1,Commercial,270877.6571383968
-37.316395,99.047918,130,35.76804851352656,4,Agricultural,280690.5746344184
4.0777095,-178.534401,296,36.88540622272084,2,Industrial,397297.0801800027
-40.3590965,98.576312,127,9.66446014635059,5,Commercial,516818.61185584514
-38.4997065,-105.079602,974,18.168715211406873,0,Agricultural,1072172.675576414
85.9089955,14.349992,707,3.590857891468369,9,Industrial,6482977.664105189
-37.2036375,-75.898905,437,48.43347159568805,9,Agricultural,1753653.7174819843
71.8651925,129.507724,784,38.56719474583163,4,Residential,1660963.1452672535
11.5573995,71.148193,680,31.674828080957035,5,Commercial,1789363.024962284
69.699737,-80.083571,873,9.131183601074133,4,Agricultural,3308928.893996406
57.2249175,-111.687880,573,49.46485805122392,6,Commercial,1606879.6297713516
27.035805,151.187884,811,40.183407210793156,8,Industrial,2998849.1956720725
20.473561,-87.967972,857,24.987347313263335,9,Residential,3771147.162982845
86.1871345,96.696064,724,18.156607742169502,9,Commercial,3403905.800952541
50.634475,-114.941126,150,45.017395795756556,10,Commercial,666640.9050761393
-60.9941815,162.378081,101,44.82059941919451,3,Residential,166268.5628076391
-69.861308,-147.381260,747,24.464941815628283,4,Commercial,1805869.7539928863
67.1809875,-175.787365,893,32.47110799669701,2,Industrial,1264427.4275154618
